MAL_ID,Name,Score,Genres,Type,Episodes,Ranked,Popularity,Members,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,689,1270,113842,9194,12565,23574,18429,5581,1659,417,144,44,64
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",OVA,4,Unknown,8469,2308,51,42,89,168,159,132,59,19,20,33
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,3037,645,225891,8738,14308,27588,33959,19199,10492,4394,1873,1072,746
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,2581,1715,76962,3712,6222,11477,13780,7002,3362,1285,582,274,150
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,2174,2177,53291,2798,4607,8293,9697,4732,2240,677,256,142,102
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Special,1,2731,2307,48221,2266,3599,6893,9013,4466,2241,737,274,186,100
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,4444,1583,85634,2426,3800,8155,12682,8392,5076,2221,926,535,297
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,1438,2809,33232,1399,2836,5185,4475,1973,817,298,103,35,33
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,2877,1008,147889,6741,10008,18771,22906,13008,6991,2839,1109,655,427
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,4123,1699,77733,2262,4369,8902,13224,8488,4553,1963,798,439,267
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,5608,3495,21968,466,652,1425,2515,2046,1348,622,292,201,134
198,Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,2105,1458,95801,2619,5094,9838,9937,4854,2515,1108,392,233,174
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,23,41,1245727,324768,254426,182709,76025,22207,7695,2393,856,489,1174
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",TV,50,1653,3426,22832,752,1269,2277,2239,1183,554,227,99,42,54
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6,2725,3409,23075,800,1272,2551,3132,1814,834,257,97,53,32
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,803,528,271685,17941,21254,31099,25311,11350,5440,2206,736,424,296
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,Unknown,5518,7447,211,291,606,871,577,331,149,69,51,40
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,7783,3283,24902,471,563,1424,2725,2645,1905,1088,550,344,232
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,105,86,892196,104898,146580,132652,62330,17685,6462,1984,768,348,932
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,2951,3255,25344,680,1066,2199,2886,1568,814,340,111,59,34
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,1904,2236,51172,1863,2735,5130,5432,2769,1328,461,156,57,44
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,1105,2075,56984,2682,5574,9304,7576,2951,1270,423,131,60,49
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,1410,1971,61604,2087,4094,7830,7279,3044,1434,497,151,87,67
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,891,767,194975,11247,16178,27857,25475,10377,4226,1117,393,199,209
211,Pure Mail,6.26,Hentai,OVA,2,Unknown,7731,3114,64,71,165,268,310,175,86,43,25,26
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,4200,4227,14403,361,561,1282,1835,1203,636,269,112,43,27
213,Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",OVA,3,Unknown,7767,3074,50,48,114,240,281,196,89,54,18,30
214,Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",OVA,3,Unknown,8715,2097,42,40,97,169,197,119,62,23,11,28
215,Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",OVA,6,6799,8682,2109,42,45,102,200,204,155,41,18,18,15
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1,8395,8347,2450,34,35,89,238,231,197,100,40,26,21
217,Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",OVA,5,Unknown,8362,2432,53,47,92,197,176,138,53,20,16,23
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,1521,2424,43756,1355,2665,4818,4780,2007,923,327,123,50,47
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,4595,4347,13414,372,683,1406,2016,1276,738,383,156,98,58
220,Kuro no Danshou,5.76,"Hentai, Horror",OVA,4,Unknown,8552,2254,31,26,94,150,187,139,77,37,37,27
221,Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2,Unknown,3299,24730,539,828,2159,3589,2716,1342,578,243,123,120
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,5005,3924,17246,269,491,1265,2223,1573,890,378,139,70,53
223,Dragon Ball,8,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,535,120,735546,88245,89656,134427,108758,39962,14806,3942,1392,834,1204
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,5974,262,472177,22680,23836,44045,74704,67689,42801,26843,11272,5903,4003
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,1382,49,1187921,101509,127032,173008,153170,76952,36944,21729,11087,7416,5519
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,505,171,610114,73488,73911,82013,55189,25030,12152,6542,3043,2162,2112
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,1158,490,286869,12770,18579,31006,28324,13007,6219,2436,949,470,301
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,3939,2957,30291,889,1401,2845,4082,2624,1517,704,294,174,127
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,3550,2829,32762,908,1397,2770,3882,2431,1473,759,328,239,185
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,7429,5793,6599,58,59,243,540,560,404,159,71,33,23
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,346,405,338021,34575,38128,48217,35300,13099,5113,1226,454,223,442
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,78,1152,3651,20155,1138,1570,2383,2433,1162,530,156,41,35,33
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,4958,7451,3514,85,108,245,410,283,174,95,39,20,21
235,Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",TV,Unknown,349,580,252940,27670,25632,31481,21333,7803,3401,993,415,254,469
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,5178,4193,14745,222,466,1100,1808,1425,877,347,126,70,46
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,426,351,379048,28639,36899,44615,31088,12411,6085,2479,912,472,431
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,2072,2139,54580,1668,2980,6203,7513,3338,1659,575,205,98,89
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,342,767,193810,10893,15369,17396,10207,4046,1788,886,306,257,439
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,1136,976,150618,4848,11090,20448,16986,6345,2584,815,291,187,161
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,6170,1194,123337,3153,4394,9352,15964,13243,8824,4349,2177,1249,937
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,1822,2742,34951,1269,2335,4702,5280,2355,942,268,114,47,39
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,3562,1391,100585,5417,6715,10740,13742,9320,5603,2634,1158,789,578
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,39,4105,5915,6279,121,178,329,482,392,216,95,46,28,24
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,44,184,589324,86645,93002,70904,32510,9587,3720,1434,644,385,903
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,2474,1600,84354,2767,4134,8472,10148,5269,2943,1146,485,227,185
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,3462,3581,20801,490,755,1338,1924,1186,708,266,104,54,45
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,4993,1440,96555,2307,3748,8468,13779,9992,5937,2623,1114,674,424
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,740,187,588434,48201,51683,79233,71630,29876,14032,4881,1804,906,776
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,1434,1417,97615,4655,6752,12887,13803,6058,2914,920,321,167,117
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,1032,1513,91225,4451,6120,8673,8713,4296,2178,865,324,203,182
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,3366,2720,35303,700,1290,2641,3450,1919,1164,510,219,99,59
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,757,2987,29653,1621,2589,3825,2819,1183,546,220,103,68,67
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,780,4696,11181,749,1253,1975,1454,507,178,64,24,12,27
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",OVA,7,1162,5078,9171,552,908,1495,1264,534,184,76,16,17,17
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,1,2682,1122,130748,6585,9469,16047,17432,9912,5109,2536,1212,623,442
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,6153,1118,131435,2798,4216,9084,15910,12945,7823,4334,2240,1307,920
258,Hitsuji no Uta,6.23,"Horror, Drama, Vampire",OVA,4,7217,4165,14923,246,361,806,1350,1239,873,488,254,140,85
259,Happy☆Lesson,6.64,"Comedy, Harem, Romance, School",OVA,5,5198,4844,10264,225,273,693,1221,892,554,191,72,46,31
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,5048,3355,23699,482,750,1765,3227,2319,1355,543,244,123,83
261,Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,4278,4410,13015,294,486,1054,1852,1147,624,205,106,36,27
262,Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",OVA,3,4327,5270,8369,241,325,693,1209,690,402,154,77,40,19
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,32,345,383603,55801,62613,47851,19316,4981,1823,544,218,147,651
264,Hajime no Ippo: Champion Road,8.29,"Comedy, Shounen, Sports",Special,1,228,1418,97346,9818,16146,20661,9505,2375,671,129,64,30,252
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,"Comedy, Sports, Shounen",OVA,1,278,1702,78073,7524,12418,17077,8457,2098,576,126,94,32,230
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,4435,4264,14072,216,419,998,1788,1069,584,239,106,42,35
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,714,963,154185,7943,12204,17257,13022,5445,2631,1103,345,209,347
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,6,507,579,251683,25719,30250,40393,27244,11205,4635,1795,701,435,398
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,818,33,1286382,116063,136177,192980,174721,81327,42155,16961,6766,3102,2906
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,1586,205,549632,32856,45861,75346,77857,36859,16240,7094,2617,1184,770
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,4887,4549,11943,164,285,731,1231,920,583,203,76,36,26
272,Noir,7.31,"Action, Mystery, Drama",TV,26,2278,1475,94112,2696,4666,8468,9628,5156,2665,1176,400,217,162
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,4700,3479,22151,220,474,1269,1909,1286,799,296,103,39,37
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,2683,2531,40312,1211,2007,3995,4886,2791,1483,607,245,106,72
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,8506,3713,19439,313,383,945,1883,2005,1546,830,435,328,254
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,2860,2174,53422,1316,2631,5857,7280,3755,1791,660,238,95,75
277,Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,2918,3042,28695,900,1762,3559,4543,2335,1134,438,150,71,33
278,Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,51,4674,5009,9492,290,320,709,1255,900,529,246,109,73,53
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,2999,2944,30547,496,962,2029,2513,1291,662,268,113,49,70
280,Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",TV,51,4306,8571,2213,51,55,120,182,133,83,19,17,5,8
281,Akane Maniax,5.74,"Comedy, Mecha, Romance",OVA,3,9040,3933,17094,221,308,842,1770,1952,1717,991,494,312,205
282,Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",TV,50,2317,4203,14584,402,569,1134,1318,727,402,143,68,26,30
283,Akage no Anne,7.7,"Slice of Life, Historical, Drama",TV,50,1012,3492,22024,1153,1117,1483,1466,864,399,135,46,43,39
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,12,3517,4622,11646,230,471,1027,1450,783,400,153,44,34,33
285,Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,4422,3511,21754,250,491,1104,1752,1243,739,285,105,53,38
286,B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,3446,5003,9512,273,413,1011,1318,774,391,143,51,35,19
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,24,1779,1744,74715,3041,4995,10738,12104,4885,1915,716,307,152,158
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51,4754,1565,87412,3532,4279,9037,15837,12165,7272,2574,1152,554,325
289,Comic Party,6.59,"Comedy, Drama",TV,13,5438,3950,16900,223,392,1129,2249,1589,1008,365,145,72,41
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,13,1046,2463,42853,1622,2892,4952,3885,1645,667,259,106,48,53
291,D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",TV,26,3606,2954,30295,960,1548,3001,4228,2476,1330,549,250,126,86
292,Dear Boys,6.85,"Drama, Shounen, Sports",TV,26,4240,3745,18906,455,717,1669,2770,1790,1007,380,142,90,73
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,16,4758,3895,17527,477,643,1328,2232,1646,1038,387,177,104,74
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,8440,4777,10680,123,134,368,788,831,572,383,235,154,116
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,6880,5883,6386,89,134,276,555,531,291,172,91,57,43
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38,4761,3651,20176,410,648,1444,2546,1902,1154,434,171,110,47
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",TV,12,4815,2269,49526,978,1762,4149,7034,4927,2742,1175,514,237,133
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,5343,1987,60523,1391,2264,5260,9124,7062,4101,1744,697,375,219
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",OVA,4,5332,2958,30405,675,1047,2453,4307,3469,2095,753,246,125,80
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",OVA,4,4559,3414,22835,522,882,1962,3161,2087,1206,437,140,83,63
301,Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",TV,13,6755,6128,5726,66,108,282,625,674,330,167,65,37,20
302,Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",TV,26,428,2707,35832,2403,2623,3487,2417,901,361,110,56,34,41
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",TV,48,3934,3652,20009,601,835,1694,2608,1822,1036,365,141,75,56
304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,1355,2618,37975,2256,3318,5518,5689,2556,1124,282,97,44,42
305,Abashiri Ikka,5.39,"Action, Comedy, Shounen",OVA,4,9929,7318,3665,43,26,97,205,308,269,186,106,79,53
306,Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",TV,13,2514,1782,72414,1701,4011,7925,8776,4269,2232,848,290,169,128
307,Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",TV,39,8189,10534,965,17,18,39,91,92,71,25,21,21,10
308,Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,26,3869,3946,16887,176,324,694,980,650,346,153,73,36,23
309,Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",TV,13,7523,6564,4838,64,44,137,326,297,208,128,57,29,33
310,"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"Comedy, Supernatural",TV,50,8281,9434,1582,34,22,52,103,153,107,36,25,12,15
311,Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",TV,26,3550,5100,9056,122,212,519,723,371,207,79,29,22,22
312,Ace wo Nerae!: Final Stage,6.52,"Action, Drama, Sports",OVA,12,5756,9544,1503,23,21,59,109,74,67,10,5,4,5
313,Ace wo Nerae! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",Movie,1,4296,7835,2981,58,128,259,362,211,135,53,21,12,12
314,Ace wo Nerae! 2,6.87,"Drama, Shoujo, Sports",OVA,13,4155,8812,2001,50,56,102,169,110,65,17,8,3,5
315,Xiao Qian,6.5,"Action, Drama, Fantasy, Romance",Movie,1,5919,8102,2669,56,67,155,257,201,134,48,36,16,14
316,Nageki no Kenkou Yuuryouji,6.19,"Comedy, Hentai, Yuri",OVA,3,Unknown,6737,4520,100,112,207,382,360,262,124,77,44,39
317,Final Fantasy VII: Advent Children,7.76,"Action, Super Power, Fantasy",Movie,1,890,782,191069,21459,24033,33054,29241,13517,6182,2560,952,527,329
318,Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,4768,3240,25549,527,965,2097,3698,2590,1403,571,210,124,59
319,Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",OVA,3,8150,6218,5528,81,105,279,575,655,493,229,119,54,34
320,A Kite,6.56,"Action, Hentai, Police, Drama",OVA,2,Unknown,2294,48597,1131,1800,4328,6886,5353,3063,1393,618,413,303
321,Najica Dengeki Sakusen,6,"Action, Ecchi, Comedy, Sci-Fi",TV,12,8229,4443,12788,144,231,585,1350,1432,1023,579,284,174,103
322,Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,769,983,150951,9769,14423,19636,16048,6720,2927,1118,433,225,204
323,Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13,1085,489,288459,13249,22455,33570,26169,11470,4973,2692,950,547,546
324,Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",TV,47,1063,3054,28592,793,1201,2484,2169,831,365,102,36,12,18
325,Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",TV,25,3650,1683,79223,3550,4907,8200,10506,6750,4025,2131,966,670,587
326,Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",TV,4,2492,2229,51510,2229,3452,6091,7132,3902,1870,725,266,113,98
327,Puchi Pri*Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",TV,26,1819,4531,12118,534,689,1222,1340,743,405,102,30,22,14
328,Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",TV,10,8155,5442,7678,84,114,291,630,681,552,275,118,61,58
329,Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,219,762,195630,10836,18748,18579,9310,3409,1575,646,258,133,180
330,Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",TV,13,2430,1081,136704,4886,9451,19773,22705,11132,5010,1826,723,391,317
331,Mahoujin Guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,45,1256,5148,8821,325,415,805,806,327,127,34,12,12,14
332,Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,38,2814,7592,3287,112,142,276,351,198,79,18,11,8,11
333,Mama wa Shougaku 4 Nensei,7.21,"Comedy, Drama, Sci-Fi",TV,51,2749,6922,4232,173,172,360,438,281,114,40,19,17,10
334,Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",TV,76,1621,2474,42135,2237,2484,3997,4496,2396,1227,463,192,97,96
335,Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,2400,2779,33954,1270,1745,3518,4330,2281,1262,379,148,66,50
336,Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",TV,13,6117,4629,11611,150,239,533,956,817,586,245,100,72,51
337,Psychic Academy,6.24,"Comedy, Romance, Supernatural",TV,24,7178,4910,9977,166,227,543,1034,1003,682,338,171,94,72
338,Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",TV,40,206,1832,68422,5620,5081,5459,3342,1418,645,298,124,72,138
339,Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,509,255,480696,39531,41993,47711,31785,14563,7223,4016,1690,1083,1345
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,1324,3579,20829,844,1416,2587,2350,1030,454,136,58,33,32
341,Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",TV,25,2555,2340,46893,1754,2713,4739,5961,3204,1650,678,252,118,86
342,Starship Operators,7,"Drama, Military, Sci-Fi, Space",TV,13,3653,4346,13490,212,472,1058,1386,817,472,168,70,30,30
343,Tsukuyomi: Moon Phase,7,"Comedy, Romance, Vampire, Fantasy, Seinen",TV,25,3657,1896,65203,1466,2597,5628,7921,4765,2652,1130,474,238,157
